Trading Name,Sector,Ticker,fy_ended,ROA,ROE,operating_margin,cash_flow_margin,debt_ratio_lag1,debt_equity_ratio_lag1,current_ratio_lag1,interest_coverage_ratio_lag1,gross_margin_lag1,net_profit_margin_lag1,asset_turnover_lag1,log_assets_lag1
HRnetGroup,Industrials,CHZ.SI,2023,0.13243891970279742,0.1687749260516072,0.1356494470749513,0.09956108278922467,0.020372490113350385,0.02725119465810253,4.347054339540455,208.55980861244018,0.2846700175718197,0.11039189244411753,1.2640344968656119,19.99756653864272
HRnetGroup,Industrials,CHZ.SI,2022,0.13953916022364282,0.18665410053092846,0.14250010216174247,0.12298475746802337,0.024231110105410042,0.03470684197448169,3.476198898936523,180.625,0.2961746875740847,0.11089849967826057,1.1135750787275367,20.088972299180174
Courage Inv,Industrials,CIN.SI,2024,0.02852508903640042,0.02901163186177811,0.18795600566263748,0.4581291516933464,0.014635633702612054,0.015131878524641844,9.759730150492993,-20.25133689839572,0.26938439849624063,-0.4668703007518797,0.14418809499610394,17.893624107075958
Courage Inv,Industrials,CIN.SI,2023,-0.06731713927567165,-0.06959963571403552,-0.4449013157894737,0.2902960526315789,0.043488074636972386,0.047270110242402436,4.777051751176163,4.245664739884393,0.4342062722276107,0.09076947946977044,0.1861710932209766,18.01203558483757
Courage Inv,Industrials,CIN.SI,2022,0.016898653223986156,0.018368281592462954,0.1187358551568057,0.597397348852247,0.13716856910187575,0.16171971620126277,2.4417566058801636,24.463087248322147,0.4942493325118094,1.0770178681454097,0.13440808270417248,18.09842102925821
KepPacOakReitUSD,Real Estate,CMOU.SI,2024,-0.00496695540907496,-0.0096243246639025,0.11069663078918768,0.5187883462468885,0.4302054422979229,0.8290427044098208,0.42297119121689747,-3.1544869367663764,0.5573364278644323,-0.4623024676610123,0.10511410112536916,21.055210697592756
KepPacOakReitUSD,Real Estate,CMOU.SI,2023,-0.04859450833622736,-0.0936457762954851,-0.5118195160244376,0.5750093859858698,0.38020153971498555,0.6828184668771282,1.539095656038218,3.5967994809969186,0.5584314159139131,0.3350934059478475,0.09522264531405684,21.141648486542696
KepPacOakReitUSD,Real Estate,CMOU.SI,2022,0.031908480541651144,0.057305658941207475,0.4598074517419881,0.5485759307766205,0.3710464280428762,0.657697559650261,0.35710356521120107,7.225339491280072,0.5760149518682619,0.5581694063992841,0.0915571682276581,21.137735614389353
MindChamps,Consumer Defensive,CNE.SI,2024,9.312865723997702e-05,0.00017789373814041745,0.04552241176657454,0.12959433272975635,0.2938623458352924,0.5612350625129516,0.6614179522020622,3.853189493433396,0.4723816176837483,0.09034811968797299,0.4349018047668993,18.744538031347417
MindChamps,Consumer Defensive,CNE.SI,2023,0.039292560309595284,0.07504317192788561,0.1366365617151506,0.22174542188513546,0.3492490952095979,0.7124048131139917,0.7580073730071336,2.2558550596553246,0.46258083384785365,0.04939394924121795,0.43847425265737655,18.759749606420844
MindChamps,Consumer Defensive,CNE.SI,2022,0.021657974979339432,0.04417834098703714,0.08294608910408476,0.18841191953985637,0.41606480577786453,0.8966431095406361,0.7988221306716067,2.0487329434697856,0.4830885518825049,0.03844743178810059,0.40802264298262736,18.850448144583495
Hong Lai Huat,Real Estate,CTO.SI,2024,-0.10536607343996396,-0.11084883302049561,-52.794117647058826,-51.31372549019608,0.08993351394999585,0.10789888271191352,4.710884043426694,-10.290633608815426,0.5597826086956522,129.20108695652175,-0.0013885849263068923,18.702161125612086
Hong Lai Huat,Real Estate,CTO.SI,2023,-0.17940668181029212,-0.21524545931948644,40.60326086956522,30.668478260869566,0.03557905815610119,0.04114529990648796,5.165869744435285,-65.1889400921659,0.4125533211456429,-7.342474101157831,0.010531247192309173,18.864224888107422
Hong Lai Huat,Real Estate,CTO.SI,2022,-0.07732540976242122,-0.08942274866040284,-8.620353443022546,1.13345521023766,0.035158273339424874,0.04063197826145444,8.324970828471413,22.440860215053764,0.6124230286363365,0.20792730316255156,0.09735018012722395,18.961975435154454
Stoneweg Reit EUR,Real Estate,CWBU.SI,2024,-0.03182340227348773,-0.0613258513122582,-0.10775605227055417,0.3267602510982082,0.4002579966065083,0.7549749390705904,1.376869210008024,2.4567349180199263,0.5610819137794185,0.1666408352472067,0.08993513336794126,21.585088978524418
Stoneweg Reit EUR,Real Estate,CWBU.SI,2023,0.01498686574250266,0.028268537160366845,0.44123821735026,0.41861928714675534,0.39186110802228896,0.7132609610793572,0.4078488394576659,3.7855571114222846,0.5871997478669998,0.18887012899304384,0.08575535601764335,21.6749175350326
Stoneweg Reit EUR,Real Estate,CWBU.SI,2022,0.016196625152896698,0.029480905826816808,0.34081177821300734,0.4157763220098602,0.3640631596390652,0.6246134788259504,0.8621563229988046,8.041659620046225,0.6219855887908375,0.4827205404703131,0.0789582289418551,21.653274052460798
Stoneweg Reit SGD,Real Estate,CWCU.SI,2024,-0.03182340227348773,-0.0613258513122582,-0.10775605227055417,0.3267602510982082,0.4002579966065083,0.7549749390705904,1.376869210008024,2.4567349180199263,0.5610819137794185,0.1666408352472067,0.08993513336794126,21.585088978524418
Stoneweg Reit SGD,Real Estate,CWCU.SI,2023,0.01498686574250266,0.028268537160366845,0.44123821735026,0.41861928714675534,0.39186110802228896,0.7132609610793572,0.4078488394576659,3.7855571114222846,0.5871997478669998,0.18887012899304384,0.08575535601764335,21.6749175350326
Stoneweg Reit SGD,Real Estate,CWCU.SI,2022,0.016196625152896698,0.029480905826816808,0.34081177821300734,0.4157763220098602,0.3640631596390652,0.6246134788259504,0.8621563229988046,8.041659620046225,0.6219855887908375,0.4827205404703131,0.0789582289418551,21.653274052460798
CapLand India T,Real Estate,CY6U.SI,2024,0.09791682799241883,0.2362848180508623,1.9708760224700501,0.6155728531277778,0.37148735793341114,0.8976809177603259,0.5087197728252393,3.9897057205384323,0.68465689395137,0.6298957928332471,0.06274534509497467,22.039729028877424
CapLand India T,Real Estate,CY6U.SI,2023,0.03952302889519477,0.09550545420623954,1.3942568563530482,1.0469295415995523,0.3863244637978662,0.9632032400988584,0.5197486602478824,4.370047042492481,0.70469253742682,0.6523875770971127,0.06546575707380241,21.89175145383011
CapLand India T,Real Estate,CY6U.SI,2022,0.042709046640206125,0.10648430518990863,1.3452858587633125,0.6898167712037833,0.3460610229453335,0.8004953953729689,0.45148581319219705,6.222198414398972,0.7200948496829696,0.9977325321959674,0.06140271785864369,21.867081229046512
TrickleStar,Technology,CYW.SI,2024,-0.09310677319197888,-0.14588632836255586,-0.0564547932782382,-0.16730872484040182,0.01610564519655429,0.02695986002421937,2.479282327156331,-29.9315415821501,0.23258865617302468,-0.027419792616900435,1.1999044995408632,15.964463586626794
